Pos,ID,Name,BV,SV,Team,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
M,157,Mitoma,6.1,6.1,Brighton,81,3.20,77,3.71,75,3.58,73,4.06,72,5.21,68,1.79,68,3.13,66,4.61,68,2.70,68,3.31,0.00
M,158,Georginio,5.6,5.6,Brighton,35,1.60,41,2.22,44,2.29,45,2.66,47,3.70,49,1.37,47,2.32,45,3.34,47,2.06,47,2.48,0.00
M,159,March,5.8,5.8,Brighton,6,0.33,8,0.46,10,0.56,10,0.60,12,0.95,14,0.39,16,0.81,15,1.01,16,0.69,15,0.78,0.00
M,160,Minteh,5.5,5.5,Brighton,36,1.66,45,2.39,39,2.05,49,2.84,43,3.37,40,1.17,40,2.07,50,3.61,40,1.77,42,2.25,0.00
M,161,Enciso,5.4,5.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,162,Gruda,5.4,5.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,163,Hinshelwood,5.1,5.1,Brighton,41,1.47,31,1.28,34,1.37,34,1.50,36,2.13,37,0.79,37,1.43,38,1.99,37,1.22,37,1.44,0.00
M,164,O'Riley,5.5,5.5,Brighton,12,0.59,10,0.55,11,0.61,12,0.72,14,1.11,14,0.42,16,0.82,17,1.27,17,0.77,16,0.88,0.00
M,165,Sima,5.4,5.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,166,Ayari,4.8,4.8,Brighton,35,1.31,60,2.55,61,2.46,61,2.79,61,3.72,58,1.29,59,2.34,56,3.17,57,1.98,58,2.41,0.00
M,167,Baleba,4.5,4.5,Brighton,49,1.74,52,2.03,53,1.97,49,2.04,48,2.73,51,1.04,48,1.76,49,2.42,50,1.60,51,1.95,0.00
M,168,Buonanotte,4.6,4.6,Leeds,7,0.53,8,0.50,8,0.55,8,0.48,10,0.90,11,0.40,11,0.76,10,0.68,0,0.00,13,0.72,0.00
M,169,Gomez,4.9,4.9,Brighton,68,2.69,57,2.73,58,2.63,55,2.93,55,3.88,56,1.40,55,2.45,53,3.47,53,2.12,52,2.48,0.00
M,170,Milner,4.9,4.9,Brighton,22,0.94,19,0.85,14,0.64,15,0.74,17,1.14,21,0.50,20,0.90,21,1.21,22,0.84,21,0.94,0.00
M,171,Sarmiento,4.9,4.9,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,172,Watson,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,173,Wieffer,4.9,4.9,Brighton,62,2.46,57,2.55,58,2.45,59,2.81,55,3.54,53,1.23,51,2.16,50,2.87,52,1.95,51,2.22,0.00
M,174,Yalcouye,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,175,Knight,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,176,Mazilu,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,177,Moran,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,178,Welbeck,6.1,6.1,Brighton,75,3.16,68,3.46,65,3.28,61,3.68,59,4.63,59,1.62,56,2.81,54,4.14,54,2.40,56,2.95,0.00
F,179,Ferguson,5.5,5.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,180,Tzimas,5.2,5.2,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,12,0.62,14,0.78,16,0.87,18,1.10,19,1.62,17,0.53,21,1.16,21,1.59,23,1.07,24,1.28,0.00
G,182,Trafford,4.5,4.5,Man City,0,0.00,2,0.06,2,0.01,2,0.09,2,0.15,2,0.05,3,0.12,3,0.22,3,0.07,3,0.10,0.00
G,183,Weiss,4.3,4.3,Burnley,1,0.04,2,0.05,2,0.07,3,0.09,3,0.11,5,0.08,3,0.11,5,0.21,6,0.09,4,0.16,0.00
G,184,Green,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,185,Hladký,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,187,Walker,4.4,4.4,Burnley,62,1.78,55,1.60,59,1.58,66,1.97,63,1.98,59,0.71,59,1.62,62,2.34,64,0.58,64,2.62,0.00
D,188,Delcroix,3.8,3.8,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,189,Dodgson,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,190,Ekdal,3.9,3.9,Burnley,11,0.33,10,0.32,7,0.24,7,0.25,9,0.35,12,0.17,12,0.37,11,0.48,11,0.15,8,0.34,0.00
D,191,Estève,3.9,3.9,Burnley,94,3.19,93,3.06,90,2.90,88,3.01,88,3.40,87,1.30,86,2.79,87,3.98,87,1.14,86,3.86,0.04
D,192,Hartman,4.0,4.0,Burnley,3,0.08,4,0.14,6,0.19,9,0.29,11,0.43,12,0.19,15,0.52,13,0.65,13,0.17,13,0.57,0.00
D,193,Humphreys,3.9,3.9,Burnley,90,2.80,85,2.62,81,2.44,78,2.58,77,2.68,79,1.07,75,2.21,75,3.21,75,0.85,72,3.14,0.00
D,194,Jordan,3.9,3.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,62,2.06,56,1.87,53,1.69,48,1.70,50,1.83,48,0.68,46,1.49,48,2.13,48,0.54,46,2.11,0.00
D,196,Sambo,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,197,Sonne,3.8,3.8,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,198,Tuanzebe,3.9,3.9,Burnley,0,0.00,27,0.75,71,1.76,78,2.20,77,2.34,75,0.88,76,1.93,73,2.68,74,0.72,72,2.73,0.00
D,199,Worrall,3.8,3.8,Burnley,68,2.39,59,2.02,43,1.46,37,1.34,41,1.65,43,0.75,40,1.39,40,2.02,43,0.68,37,1.65,0.00
M,200,Anthony,5.0,5.0,Burnley,80,3.38,78,3.81,71,3.00,70,3.24,66,3.49,65,1.56,63,2.74,63,4.22,63,1.28,64,3.42,0.00
M,201,Benson,5.4,5.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,202,Bruun Larsen,5.3,5.3,Burnley,32,1.42,32,1.56,34,1.47,31,1.46,32,1.75,36,0.90,35,1.54,35,2.41,37,0.80,33,1.76,0.00
M,203,Boateng,4.7,4.7,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,204,Churlinov,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,205,Cullen,4.9,4.9,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,206,Edwards,4.7,4.7,Burnley,66,2.67,61,2.85,59,2.41,58,2.58,56,2.81,54,1.26,54,2.24,52,3.31,51,1.04,54,2.70,0.00
M,207,Hannibal,4.7,4.7,Burnley,70,2.56,67,2.65,62,2.27,54,2.13,53,2.40,53,1.10,54,1.99,53,3.06,49,0.95,56,2.46,0.00
M,208,Koleosho,5.0,5.0,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,209,Laurent,4.8,4.8,Burnley,62,2.23,58,2.19,50,1.82,44,1.68,48,2.08,48,0.96,51,1.83,48,2.69,49,0.93,45,1.83,0.00
M,210,Tchaouna,4.9,4.9,Burnley,13,0.63,15,0.79,16,0.81,18,0.92,20,1.19,20,0.56,21,1.04,22,1.68,21,0.51,21,1.24,0.00
M,211,A.Ramsey,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,212,Adewumi,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,213,Banel,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,214,Trésor,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,215,Flemming,5.3,5.3,Burnley,80,3.28,75,3.59,64,2.71,60,2.81,58,3.00,56,1.38,56,2.40,54,3.66,53,1.10,57,3.06,0.00
F,216,Amdouni,4.8,4.8,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.09,4,0.28,5,0.54,6,0.20,6,0.47,0.00
F,217,Foster,4.9,4.9,Burnley,23,1.13,27,1.36,33,1.50,35,1.66,38,1.99,36,0.91,38,1.64,38,2.61,39,0.83,37,1.89,0.00
F,218,Barnes,4.2,4.2,Burnley,3,0.20,3,0.21,2,0.18,3,0.22,3,0.29,4,0.15,3,0.23,4,0.43,4,0.13,5,0.33,0.03
F,219,Obafemi,4.4,4.4,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,220,Sánchez,4.9,4.9,Chelsea,94,3.31,93,3.44,93,3.52,91,3.06,92,4.76,90,1.73,89,3.57,90,3.62,89,2.64,90,3.57,0.05
G,221,Jörgensen,4.3,4.3,Chelsea,0,0.00,2,0.06,2,0.09,3,0.11,3,0.17,5,0.10,6,0.25,5,0.20,6,0.18,5,0.21,0.00
G,222,Penders,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,223,Slonina,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,224,Cucurella,6.0,6.0,Chelsea,0,0.00,38,1.66,73,3.31,82,2.87,80,4.64,76,1.65,78,3.77,76,3.29,77,2.88,75,3.61,0.00
D,225,James,5.6,5.6,Chelsea,80,3.20,73,3.48,68,3.31,65,2.54,62,3.90,61,1.43,62,3.34,60,2.85,61,2.59,60,3.11,0.00
D,226,Chalobah,5.7,5.7,Chelsea,85,3.26,80,3.33,78,3.48,76,2.74,72,4.14,71,1.52,68,3.22,67,2.92,67,2.35,67,3.15,0.04
D,227,Colwill,4.7,4.7,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,58,2.23,49,2.14,40,1.78,40,1.49,44,2.57,43,0.94,42,2.00,43,1.91,44,1.63,43,2.05,0.00
D,229,B.Badiashile,4.4,4.4,Chelsea,24,0.88,25,0.96,27,1.09,24,0.82,26,1.42,27,0.55,29,1.24,27,1.13,25,0.81,27,1.19,0.00
D,230,Fofana,4.4,4.4,Chelsea,60,2.37,57,2.39,55,2.48,52,1.92,52,2.97,50,1.08,48,2.26,48,2.14,48,1.68,48,2.26,0.00
D,231,M.Sarr,4.5,4.5,Chelsea,2,0.09,3,0.13,4,0.14,5,0.15,5,0.25,6,0.11,7,0.26,7,0.29,8,0.23,8,0.30,0.00
D,232,Tosin,4.0,4.0,Chelsea,16,0.58,19,0.78,20,0.82,24,0.88,26,1.49,27,0.60,25,1.23,28,1.26,29,1.00,29,1.37,0.00
D,233,Acheampong,3.7,3.7,Chelsea,10,0.42,12,0.47,13,0.53,15,0.57,16,0.97,17,0.37,20,0.96,20,0.94,19,0.67,20,0.94,0.00
D,234,Anselmino,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,235,Palmer,10.6,10.6,Chelsea,86,4.95,78,5.43,78,5.04,76,4.46,76,7.17,75,2.55,74,5.27,74,5.32,73,4.41,75,4.85,0.04
M,236,Neto,7.0,7.0,Chelsea,80,3.83,76,4.21,75,3.86,76,3.55,72,5.41,71,1.93,70,3.93,69,4.10,67,3.15,69,3.65,0.00
M,237,Enzo,6.7,6.6,Chelsea,91,4.10,88,4.69,85,4.18,85,3.84,83,6.08,83,2.15,81,4.53,81,4.68,83,3.85,80,4.11,0.25
M,238,Estêvão,6.4,6.4,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,239,Gittens,6.0,6.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,240,Nkunku,5.9,5.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,241,Caicedo,5.7,5.7,Chelsea,88,3.39,85,3.47,78,3.18,68,2.59,65,3.86,68,1.45,67,2.90,76,3.63,78,2.58,77,3.16,0.00
M,242,Dewsbury-Hall,5.0,5.0,Everton,91,4.77,89,2.77,87,3.46,86,3.46,85,4.01,84,2.90,83,3.12,84,4.10,83,3.27,82,3.46,0.05
M,243,George,4.8,4.8,Everton,24,1.46,26,1.09,0,0.00,27,1.25,27,1.56,27,1.12,27,1.25,27,1.55,28,1.26,28,1.37,0.00
M,244,Lavia,4.9,4.9,Chelsea,10,0.43,11,0.45,12,0.47,16,0.63,16,0.91,18,0.38,18,0.73,16,0.79,17,0.54,16,0.62,0.00
M,245,Mudryk,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,49,2.17,48,2.32,48,2.19,48,2.06,50,3.33,49,1.18,49,2.41,47,2.52,46,1.81,47,2.25,0.00
M,247,D.Essugo,4.3,4.3,Chelsea,2,0.12,4,0.27,6,0.35,7,0.36,8,0.58,8,0.21,10,0.45,9,0.50,8,0.32,8,0.37,0.00
M,248,Paez,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,249,João Pedro,7.6,7.6,Chelsea,77,3.71,76,4.24,74,3.77,72,3.44,72,5.39,70,1.90,69,3.91,71,4.25,70,3.21,70,3.56,0.01
F,250,Delap,6.2,6.2,Chelsea,45,2.46,45,2.90,48,2.84,50,2.64,52,4.30,50,1.50,53,3.32,52,3.39,51,2.63,53,3.06,0.00
F,251,N.Jackson,6.5,6.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,252,Marc Guiu,4.1,4.1,Chelsea,3,0.26,4,0.36,5,0.43,6,0.44,7,0.74,6,0.27,7,0.54,7,0.63,7,0.47,7,0.55,0.32
G,253,Henderson,5.0,5.0,Crystal Palace,94,3.32,93,3.60,93,0.28,91,3.37,91,6.04,89,1.40,91,3.35,90,4.83,91,2.70,91,2.94,0.00
G,254,Benitez,4.0,4.0,Crystal Palace,0,0.00,2,0.06,2,0.01,4,0.13,4,0.24,5,0.08,4,0.16,5,0.26,4,0.12,4,0.12,0.00
G,255,Matthews,3.9,3.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,256,Muñoz,5.9,5.9,Crystal Palace,93,4.13,90,4.62,87,0.25,85,3.85,84,6.62,83,1.38,82,3.60,83,5.56,83,2.87,83,2.87,0.15
D,257,Lacroix,5.1,5.1,Crystal Palace,93,3.91,91,4.19,88,0.26,87,3.60,85,6.10,84,1.33,84,3.35,83,5.19,84,2.68,84,2.78,0.07
D,258,Mitchell,5.0,5.0,Crystal Palace,90,3.35,88,3.86,89,0.22,88,3.36,84,5.57,83,1.19,84,3.06,83,4.80,84,2.45,81,2.47,0.00
D,259,Sosa,4.8,4.8,Crystal Palace,6,0.24,8,0.35,8,0.02,9,0.38,13,0.95,13,0.22,12,0.51,13,0.83,13,0.44,14,0.50,0.00
D,260,Guéhi,5.2,5.2,Man City,84,3.86,81,3.30,76,0.35,73,2.62,71,5.05,67,1.89,69,3.23,69,5.19,68,1.93,69,2.95,0.01
D,261,Richards,4.4,4.4,Crystal Palace,92,2.69,88,3.15,86,0.19,84,2.93,82,5.44,81,1.30,80,3.03,80,4.58,81,2.51,80,2.67,0.08
D,262,Chadi Riad,4.0,4.0,Crystal Palace,84,3.16,75,3.19,72,0.20,69,2.56,65,4.20,62,0.88,62,2.19,63,3.44,62,1.77,63,1.88,0.00
D,263,Clyne,3.8,3.8,Crystal Palace,1,0.09,3,0.20,3,0.02,3,0.23,5,0.50,6,0.14,6,0.32,6,0.47,6,0.27,5,0.25,0.00
D,264,Holding,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,265,Kporha,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,266,Eze,7.2,7.2,Arsenal,42,2.29,28,1.81,0,0.00,26,1.79,27,2.63,30,0.55,32,2.10,30,2.77,33,1.44,32,1.86,0.00
M,267,Sarr,6.4,6.4,Crystal Palace,84,4.41,84,4.63,80,0.32,80,4.36,75,7.05,74,1.63,74,3.89,73,5.36,75,3.00,75,3.00,0.08
M,268,Doucouré,4.9,4.9,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,269,Esse,4.7,4.7,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,270,Hughes,4.7,4.7,Crystal Palace,27,1.18,30,1.28,29,0.11,29,1.26,31,2.41,32,0.63,32,1.43,32,1.90,33,1.16,30,1.14,0.00
M,271,Kamada,5.0,5.0,Crystal Palace,63,2.91,61,2.86,60,0.23,60,2.85,55,4.56,55,1.13,54,2.58,55,3.54,54,2.04,54,2.09,0.00
M,272,Lerma,4.9,4.9,Crystal Palace,0,0.00,17,0.66,31,0.11,37,1.50,41,2.93,42,0.75,44,1.82,43,2.36,42,1.37,43,1.51,0.00
M,273,Wharton,5.0,5.0,Crystal Palace,92,3.98,88,3.89,86,0.31,83,3.72,81,6.41,81,1.57,81,3.68,80,4.97,82,2.97,80,2.95,0.00
M,274,Agbinone,4.3,4.3,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,275,Ahamada,4.3,4.3,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,276,Devenny,4.3,4.3,Crystal Palace,10,0.58,12,0.60,13,0.06,14,0.75,17,1.54,19,0.44,18,0.96,18,1.32,18,0.76,19,0.82,0.00
M,277,Ebiowei,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,278,J.Rak-Sakyi,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,279,M.França,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,280,Ozoh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,281,Rodney,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,282,Umeh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,283,Mateta,7.5,7.5,Crystal Palace,0,0.00,25,1.53,41,0.19,44,2.75,45,4.78,43,1.09,44,2.65,43,3.55,42,1.99,43,2.01,0.00
F,284,Nketiah,5.4,5.4,Crystal Palace,0,0.00,0,0.00,0,0.00,6,0.42,16,1.71,19,0.50,16,1.02,18,1.54,19,0.93,18,0.85,0.00
F,285,Édouard,5.0,5.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,286,Marsh,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,287,Pickford,5.6,5.6,Everton,94,4.00,93,2.71,92,3.04,92,3.06,92,3.56,92,2.68,92,2.85,92,3.92,91,3.18,91,3.17,0.00
G,288,Travers,4.3,4.3,Everton,0,0.00,2,0.07,3,0.10,3,0.09,3,0.13,3,0.10,3,0.10,3,0.13,4,0.15,4,0.13,0.00
G,289,Tyrer,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,290,Branthwaite,5.3,5.3,Everton,89,4.68,85,2.45,83,2.93,82,3.00,82,3.46,78,2.57,78,2.58,78,3.81,79,3.23,77,2.99,0.00
D,291,Tarkowski,5.7,5.7,Everton,92,5.11,89,2.73,88,3.30,87,3.33,86,3.84,84,2.93,85,2.99,83,4.28,83,3.62,84,3.50,0.24
D,292,Mykolenko,4.9,4.9,Everton,77,3.81,75,1.74,75,2.31,74,2.29,72,2.58,72,2.05,70,1.96,71,3.03,72,2.69,72,2.44,0.00
D,293,O'Brien,4.9,4.9,Everton,87,4.17,84,1.84,81,2.46,80,2.40,78,2.70,78,2.15,74,1.98,73,3.01,72,2.67,73,2.44,0.00
D,294,Coleman,4.2,4.2,Everton,0,0.00,0,0.00,2,0.13,2,0.10,2,0.18,2,0.12,3,0.15,4,0.26,3,0.18,5,0.26,0.00
D,295,Keane,4.6,4.6,Everton,26,1.37,33,0.95,35,1.23,37,1.33,39,1.60,41,1.32,42,1.34,43,2.06,43,1.74,43,1.64,0.02
D,296,Patterson,4.4,4.4,Everton,6,0.28,8,0.25,11,0.41,10,0.35,13,0.54,13,0.41,16,0.53,15,0.70,15,0.57,15,0.59,0.00
D,297,Dixon,3.8,3.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,298,Welch,3.8,3.8,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,299,Ndiaye,6.2,6.2,Everton,89,5.87,88,3.26,85,4.13,83,3.96,81,4.71,81,3.40,79,3.68,82,4.74,78,3.79,80,4.10,0.14
M,300,McNeil,5.5,5.5,Everton,37,2.09,35,1.36,38,1.74,26,1.22,26,1.46,26,1.05,27,1.24,26,1.45,27,1.17,28,1.38,0.00
M,301,Alcaraz,5.2,5.2,Everton,0,0.00,0,0.00,11,0.57,22,1.09,24,1.45,22,0.94,22,1.09,24,1.42,25,1.16,22,1.18,0.00
M,302,Gana,5.4,5.4,Everton,81,3.50,79,2.66,75,2.80,75,2.85,72,3.22,72,2.33,69,2.48,70,3.25,69,2.35,69,2.71,0.00
M,303,Garner,5.2,5.2,Everton,91,4.51,87,2.97,85,3.46,85,3.48,83,3.84,82,2.85,80,3.06,81,3.96,80,3.05,80,3.40,0.01
M,304,Iroegbunam,4.8,4.8,Everton,16,0.68,20,0.77,23,0.94,21,0.86,24,1.10,25,0.82,29,1.08,27,1.23,28,0.96,28,1.10,0.00
M,305,Armstrong,4.5,4.5,Everton,30,1.40,31,1.05,40,1.53,31,1.19,34,1.53,33,1.06,32,1.21,32,1.47,31,1.10,31,1.26,0.00
M,306,Bates,4.3,4.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,307,Ebere,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,308,Heath,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,309,Metcalfe,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,310,Barry,5.7,5.7,Everton,58,3.38,57,2.06,58,2.64,56,2.44,55,2.96,54,2.06,55,2.38,55,2.88,54,2.26,55,2.59,0.00
F,311,Beto,5.0,5.0,Everton,41,2.62,44,1.77,46,2.35,44,2.18,44,2.64,46,1.99,46,2.16,45,2.69,46,2.16,45,2.40,0.00
F,312,Y.Chermiti,4.9,4.9,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,313,Sherif,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,314,Leno,4.9,4.9,Fulham,95,3.62,94,3.29,93,4.00,93,2.75,91,4.21,92,2.15,90,2.65,90,3.88,90,3.01,91,3.22,0.00
G,315,Benda,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
