Pos,ID,Name,BV,SV,Team,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,32_eo,33_eo,34_eo,35_eo,36_eo,37_eo,38_eo
G,470,Dúbravka,4.0,4.0,Burnley,89.10,178.20,0.00,89.10,89.10,89.10,89.10,0.04,0.06,0.00,0.08,0.10,0.00,0.11
G,471,Gillespie,3.9,3.9,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,473,Hall,5.4,5.4,Newcastle,83.25,83.25,81.15,81.15,81.15,81.15,81.15,0.03,0.02,0.00,0.01,0.02,0.01,0.00
D,474,Schär,5.2,5.2,Newcastle,22.20,22.20,22.20,22.20,22.20,22.20,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,475,Botman,4.9,4.9,Newcastle,0.00,0.00,29.10,29.10,29.10,29.10,29.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,476,Burn,5.0,5.0,Newcastle,84.75,84.75,70.05,70.05,70.05,70.05,70.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,477,Livramento,4.9,4.9,Newcastle,71.70,71.70,71.70,71.70,71.70,71.70,71.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,478,Trippier,4.9,4.9,Newcastle,38.55,38.55,29.25,29.25,29.25,29.25,29.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,479,Krafth,4.3,4.3,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,481,A.Murphy,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,483,Pivas,3.8,3.8,Newcastle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,485,Gordon,7.4,7.4,Newcastle,75.75,75.75,75.75,75.75,75.75,75.75,75.75,0.02,0.01,0.00,0.01,0.00,0.00,0.00
M,486,Elanga,6.5,6.5,Newcastle,36.45,36.45,36.45,36.45,36.45,36.45,36.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,487,Barnes,6.1,6.1,Newcastle,70.20,70.20,70.20,70.20,70.20,70.20,70.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,488,Bruno G.,6.8,6.8,Newcastle,79.80,79.80,79.80,79.80,79.80,79.80,79.80,0.01,0.01,0.00,0.01,0.01,0.02,0.01
M,489,J.Murphy,5.9,5.9,Newcastle,18.60,18.60,18.60,18.60,18.60,18.60,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,490,Joelinton,5.9,5.9,Newcastle,44.70,44.70,44.70,44.70,44.70,44.70,44.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,491,Tonali,5.3,5.3,Newcastle,77.10,77.10,77.10,77.10,77.10,77.10,77.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,493,Longstaff,4.8,4.8,Leeds United,29.10,51.00,0.00,10.35,10.35,13.95,10.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,494,Willock,5.0,5.0,Newcastle,29.40,29.40,29.40,29.40,29.40,29.40,29.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,497,L.Miley,4.4,4.4,Newcastle,31.05,31.05,31.05,31.05,31.05,31.05,31.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,499,Isak,10.3,10.3,Liverpool,34.95,34.95,34.95,34.95,34.95,34.95,34.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,500,Osula,5.4,5.4,Newcastle,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,501,Neave,4.3,4.3,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,502,Sels,4.6,4.6,Nott'm Forest,72.00,72.00,72.00,72.00,72.00,72.00,72.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
D,505,Milenković,5.1,5.1,Nott'm Forest,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.00,0.00,0.02,0.01,0.02,0.01,0.01
D,506,Murillo,5.2,5.2,Nott'm Forest,82.05,82.05,82.05,82.05,82.05,82.05,82.05,0.00,0.00,0.02,0.01,0.02,0.02,0.01
D,507,Aina,4.7,4.7,Nott'm Forest,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,508,N.Williams,4.7,4.7,Nott'm Forest,83.10,83.10,83.10,83.10,83.10,83.10,83.10,0.00,0.00,0.02,0.01,0.02,0.01,0.01
D,510,Jair Cunha,4.2,4.2,Nott'm Forest,8.40,8.40,8.40,8.40,8.40,8.40,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,511,Morato,4.3,4.3,Nott'm Forest,9.60,9.60,9.60,9.60,9.60,9.60,9.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,513,Abbott,3.8,3.8,Nott'm Forest,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,514,Boly,3.8,3.8,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,515,Gibbs-White,7.4,7.4,Nott'm Forest,81.75,81.75,81.75,81.75,81.75,81.75,81.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,516,Hudson-Odoi,5.7,5.7,Nott'm Forest,71.70,71.70,71.70,71.70,71.70,71.70,71.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,517,Anderson,5.5,5.5,Nott'm Forest,85.50,85.50,85.50,85.50,85.50,85.50,85.50,0.46,0.38,0.49,0.46,0.42,0.47,0.49
M,519,Dominguez,5.0,5.0,Nott'm Forest,46.50,46.50,46.50,46.50,46.50,46.50,46.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,521,Sangaré,4.9,4.9,Nott'm Forest,82.95,82.95,82.95,82.95,82.95,82.95,82.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,522,Yates,4.7,4.7,Nott'm Forest,9.00,9.00,9.00,9.00,9.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,523,Da Silva Moreira,4.5,4.5,Nott'm Forest,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,525,Wood,7.1,7.1,Nott'm Forest,25.20,25.20,25.20,25.20,25.20,25.20,25.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,526,Igor Jesus,5.8,5.8,Nott'm Forest,65.40,65.40,65.40,65.40,65.40,65.40,65.40,0.00,0.00,0.00,0.00,0.01,0.00,0.00
F,527,Awoniyi,5.2,5.2,Nott'm Forest,15.45,15.45,15.45,15.45,15.45,15.45,15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,529,Moore,3.9,3.9,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,531,Ballard,4.7,4.7,Sunderland,83.85,83.85,83.85,83.85,83.85,83.85,83.85,0.04,0.03,0.02,0.01,0.00,0.00,0.00
D,532,Hume,4.5,4.5,Sunderland,76.50,61.50,61.50,61.50,61.50,61.50,61.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,535,Cirkin,4.0,4.0,Sunderland,6.90,6.90,6.90,6.90,6.90,6.90,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,539,O'Nien,4.0,4.0,Sunderland,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,541,Reinildo,3.8,3.8,Sunderland,77.85,77.85,77.85,77.85,77.85,77.85,77.85,0.00,0.00,0.00,0.00,0.01,0.01,0.00
M,544,Diarra,5.3,5.3,Sunderland,74.85,74.85,74.85,74.85,74.85,74.85,74.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,546,Aleksić,4.9,4.9,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,547,E.Le Fée,4.9,4.9,Sunderland,81.15,81.15,81.15,81.15,81.15,81.15,81.15,0.01,0.00,0.00,0.00,0.01,0.00,0.00
M,548,Mundle,4.9,4.9,Sunderland,0.00,18.15,18.15,18.15,18.15,18.15,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,550,Poveda,4.7,4.7,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,551,Rigg,4.7,4.7,Sunderland,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,552,Sadiki,4.9,4.9,Sunderland,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,553,Talbi,4.9,4.9,Sunderland,76.50,37.80,37.80,37.80,37.80,37.80,37.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,554,Ba,4.3,4.3,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,557,H.Jones,4.3,4.3,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,560,Isidor,5.0,5.0,Sunderland,15.45,15.45,15.45,15.45,15.45,15.45,15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,561,Mayenda,5.2,5.2,Sunderland,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,562,Abdullahi,4.2,4.2,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,565,Vicario,4.7,4.7,Spurs,27.00,89.10,89.10,89.10,89.10,89.10,89.10,0.00,0.00,0.00,0.00,0.01,0.00,0.00
G,566,Austin,3.9,3.9,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,567,Kinsky,3.9,3.9,Spurs,63.00,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,568,Pedro Porro,5.1,5.1,Spurs,82.50,82.50,82.50,82.50,82.50,82.50,82.50,0.00,0.00,0.02,0.01,0.01,0.01,0.01
D,569,Romero,5.0,5.0,Spurs,86.70,86.70,86.70,86.70,86.70,86.70,86.70,0.00,0.00,0.02,0.01,0.01,0.00,0.01
D,570,Danso,4.2,4.2,Spurs,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,571,Davies,4.3,4.3,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,572,Dragusin,4.5,4.5,Spurs,4.50,4.50,4.50,4.50,4.50,4.50,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,573,Spence,4.2,4.2,Spurs,67.50,67.50,67.50,67.50,67.50,67.50,67.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,574,Udogie,4.3,4.3,Spurs,33.30,33.30,33.30,33.30,33.30,33.30,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,575,Van de Ven,4.4,4.4,Spurs,86.70,86.70,86.70,86.70,86.70,86.70,86.70,0.00,0.00,0.00,0.00,0.02,0.00,0.01
M,580,Johnson,6.5,6.5,Crystal Palace,30.30,30.30,30.30,30.30,60.60,30.30,30.30,0.00,0.00,0.00,0.00,0.01,0.00,0.00
M,581,Maddison,6.8,6.8,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,582,Kudus,6.4,6.4,Spurs,73.20,73.20,73.20,73.20,73.20,73.20,73.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,583,Kulusevski,6.4,6.4,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,584,Tel,6.2,6.2,Spurs,20.85,20.85,20.85,20.85,20.85,20.85,20.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,585,Bentancur,5.2,5.2,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,586,Bergvall,5.2,5.2,Spurs,41.70,41.70,41.70,41.70,41.70,41.70,41.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,587,Bissouma,5.2,5.2,Spurs,11.70,11.70,11.70,11.70,11.70,11.70,11.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,588,Odobert,5.3,5.3,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,591,Gray,4.8,4.8,Spurs,36.30,36.30,36.30,36.30,36.30,36.30,36.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,593,P.M.Sarr,4.5,4.5,Spurs,43.20,43.20,43.20,43.20,43.20,43.20,43.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,595,Olusesi,4.3,4.3,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,596,Solanke,7.2,7.2,Spurs,60.15,60.15,60.15,60.15,60.15,60.15,60.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,597,Richarlison,6.3,6.3,Spurs,49.20,49.20,49.20,49.20,49.20,49.20,49.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,600,Areola,4.3,4.3,West Ham,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,603,Diouf,4.1,4.1,West Ham,84.75,84.75,84.75,84.75,84.75,84.75,84.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,605,Kilman,4.1,4.1,West Ham,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,606,Mavropanos,4.4,4.4,West Ham,79.20,79.20,79.20,79.20,79.20,79.20,79.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,608,Scarles,4.3,4.3,West Ham,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,609,Todibo,4.3,4.3,West Ham,61.20,38.55,38.55,38.55,38.55,38.55,38.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,610,Wan-Bissaka,4.1,4.1,West Ham,86.10,86.10,86.10,86.10,86.10,86.10,86.10,0.00,0.00,0.02,0.01,0.00,0.01,0.01
M,613,Souček,5.7,5.7,West Ham,77.10,77.10,77.10,77.10,77.10,77.10,77.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,614,Ward-Prowse,5.6,5.6,Burnley,83.25,95.40,0.00,56.40,56.40,56.40,56.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,615,Summerville,5.5,5.5,West Ham,36.30,79.20,79.20,79.20,79.20,79.20,79.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,623,Potts,4.4,4.4,West Ham,25.05,21.75,21.75,21.75,21.75,21.75,21.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,624,Bowen,7.6,7.6,West Ham,87.60,87.60,87.60,87.60,87.60,87.60,87.60,0.08,0.08,0.09,0.09,0.04,0.08,0.11
G,627,Johnstone,4.4,4.4,Wolves,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,628,José Sá,4.2,4.2,Wolves,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.02,0.01,0.01,0.01,0.00,0.00,0.00
G,629,Bentley,3.9,3.9,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,630,King,3.9,3.9,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,632,Doherty,4.4,4.4,Wolves,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,633,H.Bueno,4.3,4.3,Wolves,77.55,77.55,77.55,77.55,77.55,77.55,77.55,0.00,0.00,0.00,0.00,0.01,0.01,0.01
D,634,Mosquera,4.3,4.3,Wolves,79.20,79.20,79.20,79.20,79.20,79.20,79.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,635,R.Gomes,4.4,4.4,Wolves,13.65,13.65,13.65,13.65,13.65,13.65,13.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,636,S.Bueno,4.4,4.4,Wolves,82.95,82.95,82.95,82.95,82.95,82.95,82.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,637,Toti,4.2,4.2,Wolves,23.25,23.25,23.25,23.25,23.25,23.25,23.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,640,Pedro Lima,4.0,4.0,Wolves,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,642,Hee Chan,5.6,5.6,Wolves,62.25,62.25,62.25,62.25,62.25,62.25,62.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,643,André,5.2,5.2,Wolves,77.10,77.10,77.10,77.10,77.10,77.10,77.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,644,Bellegarde,5.1,5.1,Wolves,34.80,34.80,34.80,34.80,34.80,34.80,34.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,646,J.Gomes,5.3,5.3,Wolves,78.45,78.45,78.45,78.45,78.45,78.45,78.45,0.00,0.00,0.00,0.00,0.01,0.00,0.00
M,651,Edozie,4.3,4.3,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,652,Gonzalez,4.3,4.3,Wolves,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,654,Strand Larsen,6.0,6.0,Crystal Palace,65.55,65.55,65.55,65.55,134.55,65.55,65.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,657,Chiwome,4.4,4.4,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,658,Fraser,4.2,4.2,Wolves,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,659,Walker-Peters,4.2,4.2,West Ham,7.80,7.80,7.80,7.80,7.80,7.80,7.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,660,Stach,4.8,4.8,Leeds United,18.30,115.50,0.00,80.70,80.70,80.70,80.70,0.04,0.02,0.00,0.02,0.00,0.01,0.01
F,661,Ekitiké,9.3,9.3,Liverpool,65.85,65.85,65.85,65.85,65.85,65.85,65.85,0.39,0.09,0.56,0.01,0.40,0.00,0.23
D,662,Mosquera,5.3,5.3,Arsenal,22.20,11.55,11.55,11.55,11.55,11.55,11.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,664,Lecomte,3.9,3.9,Fulham,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,665,Perri,4.4,4.4,Leeds United,1.80,3.60,0.00,1.80,1.80,1.80,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,666,Gyökeres,8.8,8.8,Arsenal,69.75,69.75,69.75,69.75,69.75,69.75,69.75,0.01,0.01,0.00,0.01,0.01,0.02,0.01
D,667,Aznou,4.2,4.2,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,668,Xhaka,5.1,5.1,Sunderland,76.35,76.35,76.35,76.35,76.35,76.35,76.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,669,Ndoye,5.5,5.5,Nott'm Forest,16.35,16.35,16.35,16.35,16.35,16.35,16.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,670,Roefs,4.8,4.8,Sunderland,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.02,0.01,0.01,0.00,0.01,0.00,0.00
F,671,Wilson,5.8,5.8,West Ham,25.50,15.45,15.45,15.45,15.45,15.45,15.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,672,Hato,4.6,4.6,Chelsea,72.00,112.80,0.00,40.80,40.80,40.80,40.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,673,J.Palhinha,5.5,5.5,Spurs,63.60,63.60,63.60,63.60,63.60,63.60,63.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,674,Ramsdale,4.8,4.8,Newcastle,81.00,81.00,81.00,81.00,81.00,81.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,675,Gunn,4.0,4.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,676,Ugochukwu,5.0,5.0,Burnley,79.80,141.00,0.00,63.90,63.90,63.90,63.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,677,Guessand,6.2,6.2,Crystal Palace,43.50,43.50,43.50,43.50,84.00,43.50,43.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,679,Hermansen,4.2,4.2,West Ham,88.20,88.20,88.20,88.20,88.20,88.20,88.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,680,Broja,5.2,5.2,Burnley,25.20,47.10,0.00,25.20,25.20,25.20,25.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,681,Šeško,7.4,7.4,Man Utd,36.90,36.90,36.90,36.90,36.90,36.90,36.90,0.00,0.00,0.00,0.00,0.02,0.01,0.00
D,682,Møller Wolfe,4.2,4.2,Wolves,5.10,5.10,5.10,5.10,5.10,5.10,5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,683,Alderete,4.1,4.1,Sunderland,83.85,83.85,83.85,83.85,83.85,83.85,83.85,0.16,0.07,0.21,0.17,0.09,0.14,0.00
D,684,Thiaw,5.1,5.1,Newcastle,84.75,84.75,81.15,81.15,81.15,81.15,81.15,0.13,0.13,0.01,0.11,0.04,0.04,0.05
D,685,Diakité,4.1,4.1,Bournemouth,7.35,14.70,0.00,7.35,7.35,7.35,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,686,Ngumoha,4.3,4.3,Liverpool,5.85,5.85,5.85,5.85,5.85,5.85,5.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,687,Rees-Dottin,4.3,4.3,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,688,Wright,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,689,Seung soo,4.3,4.3,Newcastle,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,690,Cardines,4.4,4.4,Crystal Palace,1.20,1.20,1.20,1.20,2.40,1.20,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,691,Calvert-Lewin,5.6,5.6,Leeds United,81.90,163.80,0.00,81.90,81.90,81.90,81.90,0.18,0.19,0.00,0.26,0.18,0.22,0.23
D,692,Leoni,4.9,4.9,Liverpool,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,693,Hutchinson,5.4,5.4,Nott'm Forest,34.20,34.20,34.20,34.20,34.20,34.20,34.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,694,Mukiele,4.5,4.5,Sunderland,82.95,82.95,82.95,82.95,82.95,82.95,82.95,0.09,0.06,0.08,0.08,0.04,0.06,0.03
D,695,Tchatchoua,4.4,4.4,Wolves,71.40,71.40,71.40,71.40,71.40,71.40,71.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,697,Adli,5.4,5.4,Bournemouth,52.50,82.80,0.00,30.30,30.30,30.30,30.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,698,Okafor,5.5,5.5,Leeds United,33.90,70.80,0.00,33.90,33.90,33.90,33.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,699,Douglas Luiz,4.9,4.9,Aston Villa,40.20,40.20,40.20,40.20,40.20,40.20,40.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,700,Dowman,4.2,4.2,Arsenal,14.25,10.20,10.20,8.10,8.10,8.10,8.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,702,Burrowes,4.4,4.4,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,703,Proctor,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,706,Justin,3.9,3.9,Leeds United,81.60,148.95,0.00,76.35,76.35,76.35,76.35,0.00,0.00,0.00,0.00,0.01,0.01,0.00
M,707,Dibling,5.3,5.3,Everton,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,708,M.Fernandes,5.5,5.5,West Ham,84.75,84.75,84.75,84.75,84.75,84.75,84.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,709,Krejčí,4.5,4.5,Wolves,84.75,84.75,84.75,84.75,84.75,84.75,84.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,710,Patterson,3.9,3.9,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,711,Harriman-Annous,4.4,4.4,Arsenal,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,712,Yeremy,5.8,5.8,Crystal Palace,25.35,25.35,25.35,25.35,59.70,25.35,25.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,713,A.Jimenez,4.5,4.5,Bournemouth,79.05,156.60,0.00,79.05,79.05,79.05,79.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,714,Woltemade,6.7,6.7,Newcastle,26.70,26.70,26.70,26.70,26.70,26.70,26.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,715,John,4.0,4.0,Nott'm Forest,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,716,Savona,4.5,4.5,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,717,Xavi,6.5,6.5,Spurs,65.40,65.40,65.40,65.40,65.40,65.40,65.40,0.00,0.00,0.00,0.00,0.01,0.00,0.00
M,718,S.Magassa,5.0,5.0,West Ham,25.80,25.80,25.80,25.80,25.80,25.80,25.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,719,Lindelöf,4.5,4.5,Aston Villa,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
