id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season,league
13996,Tani Oluwaseyi,27,884,2,3.547338616102934,2,2.0303933694958687,15,5,1,0,F S,Villarreal,2,3.547338616102934,5.903160649351776,0.396169975399971,2025,La_liga
257,Jeremy Toljan,34,2997,1,0.848660696297884,3,4.6916263196617365,9,26,7,0,D,Levante,1,0.848660696297884,11.39142370969057,8.021488150581717,2025,La_liga
897,Juanmi,8,152,1,0.13904428482055664,0,0.05573514848947525,2,2,0,0,S,Getafe,1,0.13904428482055664,0.17780200019478798,0.05972769297659397,2025,La_liga
1003,Pablo Maffeo,28,2420,1,0.29758226964622736,1,0.9115778645500541,7,17,9,0,D S,Mallorca,1,0.29758226964622736,6.784771739505231,6.071565933525562,2025,La_liga
1621,Marcos Alonso,29,2510,1,2.2486581187695265,0,1.5107245855033398,22,13,5,0,D S,Celta Vigo,0,1.5053805094212294,12.378026574850082,11.4097560942173,2025,La_liga
1739,Eric Bailly,14,1147,1,0.3086983487010002,0,0.02238904871046543,6,1,3,0,D,Real Oviedo,1,0.3086983487010002,1.4649998880922794,1.4426108375191689,2025,La_liga
1822,Antonio Rüdiger,17,1411,1,1.40078089479357,0,0.3116191700100899,12,2,0,0,D S,Real Madrid,1,1.40078089479357,4.921505216509104,4.539871942251921,2025,La_liga
2163,Diego Llorente,16,1041,1,0.8751480057835579,0,0.053407616913318634,3,1,4,0,D S,Real Betis,1,0.8751480057835579,3.586754046846181,3.586754046846181,2025,La_liga
2186,Morales,20,298,1,2.511188435833901,1,1.1046443730592728,11,7,1,0,M S,Levante,0,1.767910826485604,5.004151001106948,2.22667851485312,2025,La_liga
2308,Denis Suárez,27,1260,1,1.4779218789190054,2,1.6724361181259155,8,22,6,0,M S,Alaves,1,1.4779218789190054,6.520954353734851,4.611670311540365,2025,La_liga
2353,Pedro Bigas,26,1898,1,0.8961452543735504,2,1.8544563595205545,10,13,3,1,D S,Elche,1,0.8961452543735504,9.267337214201689,8.713046211749315,2025,La_liga
2379,João Cancelo,13,836,1,0.8863234855234623,2,3.2100706100463867,11,14,0,0,D S,Barcelona,1,0.8863234855234623,7.44532023370266,5.363828174769878,2025,La_liga
2418,Álvaro Odriozola,5,196,1,0.5725881457328796,0,1.1418001726269722,1,3,0,0,D S,Real Sociedad,1,0.5725881457328796,1.8545968532562256,0.14020852744579315,2025,La_liga
2453,Marc Bartra,25,1973,1,0.7785803359001875,0,0.12191595695912838,16,5,3,0,D S,Real Betis,1,0.7785803359001875,6.516638816334307,6.29856242146343,2025,La_liga
2456,Omar Mascarell,28,2105,1,0.2557942233979702,2,0.6136066876351833,4,8,4,0,D M S,Mallorca,1,0.2557942233979702,5.543200211599469,4.809838706627488,2025,La_liga
2505,José Gayá,31,2425,1,0.7618178110569715,2,2.3250836580991745,13,24,6,1,D S,Valencia,1,0.7618178110569715,6.792367362417281,4.406070718541741,2025,La_liga
2521,Alfonso,25,1538,1,1.2216445626690984,3,4.123712658882141,11,20,8,0,D M S,Villarreal,1,1.2216445626690984,6.318485191091895,3.0727120973169804,2025,La_liga
2621,Sergi Darder,35,2465,1,2.219871216453612,5,5.3074218379333615,34,55,3,0,M S,Mallorca,1,2.219871216453612,9.089840536937118,5.697986761108041,2025,La_liga
3059,Axel Witsel,29,2366,1,2.5918547697365284,2,2.218277433887124,20,17,0,1,M S,Girona,1,2.5918547697365284,9.043995333835483,8.300227412953973,2025,La_liga
4160,David Costas,23,1893,1,0.8708748174831271,0,0.15411266312003136,3,4,3,0,D S,Real Oviedo,1,0.8708748174831271,3.4915845366194844,3.430075571872294,2025,La_liga
5043,Kiko Femenía,28,2070,1,0.9618913042359054,1,1.9188834317028522,8,17,6,0,D M S,Getafe,1,0.9618913042359054,3.8111339267343283,1.2898593991994858,2025,La_liga
5073,Florian Lejeune,34,3053,1,2.3168448796495795,1,1.1719966726377606,47,16,6,0,D,Rayo Vallecano,1,2.3168448796495795,10.214600146748126,9.106387571431696,2025,La_liga
5081,Edu Expósito,33,2352,1,2.3051781789399683,6,7.706032112240791,39,74,9,0,M S,Espanyol,1,2.3051781789399683,10.042535934597254,6.477313855662942,2025,La_liga
5086,Marc Roca,27,1921,1,0.8968310705386102,2,2.0354720931500196,13,18,1,0,M S,Real Betis,1,0.8968310705386102,8.006973078474402,6.916895469650626,2025,La_liga
5140,Kike Barja,24,286,1,0.6631723325699568,2,0.3992331326007843,5,7,3,0,M S,Osasuna,1,0.6631723325699568,1.9123711735010147,0.8499657101929188,2025,La_liga
5615,Valentin Rosier,28,2303,1,0.8308557597920299,1,1.349712761119008,14,13,4,1,D S,Osasuna,1,0.8308557597920299,5.2431709580123425,3.375406911596656,2025,La_liga
5654,Baptiste Santamaria,19,731,1,0.516353402286768,1,0.7424618415534496,6,4,2,0,M S,Valencia,1,0.516353402286768,2.4516765056177974,2.2059513302519917,2025,La_liga
5666,Mouctar Diakhaby,8,539,1,0.632166750729084,0,0.05504954606294632,4,1,3,0,D S,Valencia,1,0.632166750729084,1.056779257953167,1.0017297193408012,2025,La_liga
5706,Dodi Lukebakio,2,180,1,0.05466248095035553,0,0.8578585088253021,2,9,0,0,M,Sevilla,1,0.05466248095035553,1.0068341195583344,0.2612600550055504,2025,La_liga
6087,Takuma Asano,17,559,1,1.4117183312773705,0,0.9267593622207642,11,2,2,0,F M S,Mallorca,1,1.4117183312773705,2.6248186714947224,1.2660773638635874,2025,La_liga
6126,Ander Guevara,24,579,1,0.6449843011796474,1,0.8938102275133133,5,6,2,1,M S,Alaves,1,0.6449843011796474,2.7921956814825535,1.921984908170998,2025,La_liga
6433,Jules Koundé,28,2067,1,2.1368386819958687,3,4.601597838103771,13,22,5,0,D S,Barcelona,1,2.1368386819958687,20.124270778149366,17.646023403853178,2025,La_liga
6560,Aurelien Tchouameni,31,2521,1,2.842160288244486,0,2.21974641084671,42,22,8,0,M S,Real Madrid,1,2.842160288244486,13.572130400687456,11.207215137779713,2025,La_liga
6651,Grady Diangana,18,789,1,1.223698740825057,0,0.7270336803048849,14,8,3,0,F M S,Elche,1,1.223698740825057,4.2152661476284266,2.63355815410614,2025,La_liga
6740,Miguel Ángel Rubio,12,168,1,0.5985301695764065,0,0,2,0,0,0,D S,Espanyol,1,0.5985301695764065,0.2453732704743743,0.2453732704743743,2025,La_liga
6750,Gonzalo Villar,9,467,1,0.18740680813789368,0,0.048122406005859375,3,2,2,0,M S,Elche,1,0.18740680813789368,1.7341440692543983,1.5521166920661926,2025,La_liga
6766,Dani Vivian,29,2424,1,1.3903410006314516,0,1.5971452463418245,16,6,8,1,D S,Athletic Club,1,1.3903410006314516,6.510920707136393,5.445325020700693,2025,La_liga
6931,Fran Beltrán,24,1454,1,0.6052686683833599,0,0.7841207049787045,14,10,3,0,M S,"Celta Vigo,Girona",1,0.6052686683833599,6.98957400303334,5.981281329877675,2025,La_liga
6955,Ezequiel Ávila,14,341,1,1.645847663283348,0,0.3859700718894601,8,8,2,0,F S,Real Betis,0,0.902570053935051,1.5162664540112019,0.8896453380584717,2025,La_liga
7007,Duje Caleta-Car,26,2050,1,1.8201780244708061,0,0.19668001495301723,12,3,5,1,D S,Real Sociedad,1,1.8201780244708061,6.081030409783125,5.884350370615721,2025,La_liga
7174,Adrià Pedrosa,24,1016,1,0.9443973116576672,1,1.5713484236039221,11,23,4,0,D M S,"Elche,Sevilla",1,0.9443973116576672,4.770166834816337,2.7506841495633125,2025,La_liga
7236,Leander Dendoncker,19,1338,1,0.538357574492693,0,0.43061793874949217,9,7,2,0,M S,Real Oviedo,1,0.538357574492693,2.1508139576762915,1.4654122050851583,2025,La_liga
7276,Robin Le Normand,26,1613,1,1.2779291793704033,1,0.34180542454123497,6,2,3,0,D S,Atletico Madrid,1,1.2779291793704033,9.099777622148395,8.700903845950961,2025,La_liga
7359,Eduardo Camavinga,27,1398,1,1.1242814268916845,0,1.7231979612261057,12,14,2,0,D M S,Real Madrid,1,1.1242814268916845,6.881379883736372,5.477181378751993,2025,La_liga
7605,Manuel Sánchez,30,2653,1,1.2062672171741724,2,1.4493614099919796,13,16,8,0,D S,Levante,1,1.2062672171741724,7.918259194120765,6.336712840944529,2025,La_liga
7781,Frenkie de Jong,24,1574,1,1.0822599418461323,5,5.096247639507055,7,35,3,1,M S,Barcelona,1,1.0822599418461323,20.42896296083927,16.167003229260445,2025,La_liga
7860,Domingos Duarte,31,2699,1,0.7622319888323545,1,0.8581366539001465,12,1,11,0,D,Getafe,1,0.7622319888323545,1.3659463813528419,1.2935767909511924,2025,La_liga
8002,Rodrigo Riquelme,23,776,1,2.6496557127684355,1,1.466417740099132,24,14,2,0,M S,Real Betis,1,2.6496557127684355,6.590603470802307,2.7007025675848126,2025,La_liga
8015,Rodrygo,19,633,1,2.848481699824333,3,2.88282679207623,27,17,2,0,F M S,Real Madrid,1,2.848481699824333,4.605150379240513,1.4849299378693104,2025,La_liga
8045,Eric Garcia,32,2629,1,3.3240479733794928,1,1.935293773189187,24,29,5,0,D M S,Barcelona,1,3.3240479733794928,23.99164791405201,22.925275675952435,2025,La_liga
8070,Mateu Morey,18,723,1,0.18371310085058212,0,0.516222694888711,4,3,2,0,D M S,Mallorca,1,0.18371310085058212,2.1133462972939014,1.4928959049284458,2025,La_liga
8165,Lucien Agoume,31,2515,1,0.8295221757143736,2,2.8677306324243546,15,25,10,0,F M S,Sevilla,1,0.8295221757143736,9.249306557700038,6.5296538677066565,2025,La_liga
8183,Pablo Martínez,24,1634,1,1.9152403939515352,4,4.430001127533615,28,28,3,0,M S,Levante,1,1.9152403939515352,6.647981447167695,4.086445793509483,2025,La_liga
8283,Batista Mendy,27,1632,1,0.8640541210770607,0,0.4901229040697217,17,9,6,0,M S,Sevilla,1,0.8640541210770607,4.13434686139226,3.5048420038074255,2025,La_liga
8694,Chidera Ejuke,25,820,1,1.8572335066273808,1,0.9170106817036867,22,12,0,0,F M S,Sevilla,1,1.8572335066273808,4.06685845926404,1.95614742487669,2025,La_liga
8895,Tete Morente,10,739,1,0.7369320057332516,1,1.180870521813631,7,10,1,0,D M S,Elche,1,0.7369320057332516,2.5461295805871487,1.421999018639326,2025,La_liga
9011,Óscar Mingueza,31,1896,1,0.49656450003385544,4,3.602750362828374,14,27,4,0,D M S,Celta Vigo,1,0.49656450003385544,12.514265544712543,10.153448190540075,2025,La_liga
9199,John Donald,18,589,1,1.034037446603179,0,0.03375618904829025,6,1,3,0,D M S,Elche,1,1.034037446603179,4.042256919667125,2.974463291466236,2025,La_liga
9218,Juan Iglesias,34,2919,1,1.2166353715583682,2,2.002802025526762,25,17,4,0,D M S,Getafe,1,1.2166353715583682,6.214941052719951,4.058428855612874,2025,La_liga
9243,Ilaix Moriba,34,2304,1,1.7602954525500536,2,2.2352416589856148,17,15,7,0,M S,Celta Vigo,1,1.7602954525500536,10.648214268498123,6.963014118373394,2025,La_liga
9466,Jon Ander Olasagasti,30,1449,1,1.5280916709452868,3,3.0281379846856,24,29,2,1,M S,Levante,1,1.5280916709452868,5.597046557813883,3.31672896258533,2025,La_liga
9755,Inigo Ruiz de Galarreta,31,2072,1,0.6572877513244748,2,3.088102932088077,20,24,11,0,M S,Athletic Club,1,0.6572877513244748,7.679007813334465,6.159802835434675,2025,La_liga
9809,José Ángel Carmona,32,2310,1,0.9539876133203506,3,1.6631044698879123,20,17,12,0,D M S,Sevilla,1,0.9539876133203506,8.127934374846518,6.381775809451938,2025,La_liga
9810,Fran García,12,840,1,0.9465890973806381,1,0.3020932860672474,6,5,0,1,D M S,Real Madrid,1,0.9465890973806381,4.600416041910648,3.927963212132454,2025,La_liga
9811,Óscar Valentín,30,1924,1,1.4860157845541835,0,0.9415555438026786,13,10,3,1,M S,Rayo Vallecano,1,1.4860157845541835,9.472327678464353,7.210517252795398,2025,La_liga
9825,Nicolás Serrano,14,323,1,0.665966035798192,0,0.49420297518372536,15,8,0,0,M S,Athletic Club,1,0.665966035798192,1.3144560437649488,0.4696573466062546,2025,La_liga
10143,Bryan Zaragoza,19,1138,1,1.910445837303996,1,2.2636110819876194,26,18,1,0,F M S,Celta Vigo,0,1.1671682186424732,6.203656457364559,4.05707526486367,2025,La_liga
10200,Rafa Marín,21,1795,1,0.23214068729430437,0,0.6769408583641052,5,5,1,0,D S,Villarreal,1,0.23214068729430437,7.4487634636461735,6.836677420884371,2025,La_liga
10209,Jofre Carreras,24,789,1,1.7838273253291845,0,1.350323999300599,20,13,1,0,M S,Espanyol,1,1.7838273253291845,3.4886604584753513,0.8137213066220284,2025,La_liga
10273,Iker Benito,6,148,1,0.3859800510108471,0,0.14492438361048698,2,2,1,0,M S,Osasuna,1,0.3859800510108471,0.672303281724453,0.24680110812187195,2025,La_liga
10322,Javier Guerra,33,1842,1,1.8387086540460587,5,2.8639656454324722,20,25,3,0,M S,Valencia,1,1.8387086540460587,8.499953912571073,5.349951175972819,2025,La_liga
10334,Kike Salas,23,1929,1,0.774006993509829,0,0.3445673231035471,15,6,1,0,D S,Sevilla,1,0.774006993509829,3.5781546719372272,3.1713657528162003,2025,La_liga
10388,Luka Ilic,18,707,1,1.7625892590731382,0,0.41975414752960205,9,3,2,1,F M S,Real Oviedo,1,1.7625892590731382,2.5826319754123688,1.0129486583173275,2025,La_liga
10494,Pablo Barrios Rivas,23,1672,1,1.4689873531460762,1,1.6999459583312273,23,20,0,0,M S,Atletico Madrid,1,1.4689873531460762,10.741906240582466,8.18633103556931,2025,La_liga
10716,Manor Solomon,6,129,1,0.608427070081234,1,0.471932552754879,2,2,0,0,M S,Villarreal,1,0.608427070081234,2.177966743707657,1.1689640581607819,2025,La_liga
10857,Pablo Ibáñez,34,2155,1,3.7174206376075745,1,1.288511484861374,45,19,7,0,M S,Alaves,1,3.7174206376075745,7.021614440716803,4.8047790583223104,2025,La_liga
10936,Charles Pickel,22,624,1,0.741283118724823,0,0.03527922462671995,9,2,1,2,M S,Espanyol,1,0.741283118724823,2.819475682452321,2.26914856210351,2025,La_liga
10947,Ramón Terrats,27,966,1,1.1264501689001918,1,2.015396121889353,14,15,0,0,M S,Espanyol,1,1.1264501689001918,3.809620308689773,1.217612124979496,2025,La_liga
10949,Arnau Martinez,32,2485,1,1.1823504837229848,2,2.0775157529860735,16,18,6,0,D M S,Girona,1,1.1823504837229848,8.164139909669757,7.321993876248598,2025,La_liga
10999,Marcão,13,935,1,0.9158304017037153,0,0,10,0,3,1,D S,Sevilla,1,0.9158304017037153,2.0380470361560583,2.0380470361560583,2025,La_liga
11087,Pep Chavarría,31,2499,1,0.6448125010356307,2,3.702762270346284,18,27,4,1,D S,Rayo Vallecano,1,0.6448125010356307,11.842620817944407,8.731345793232322,2025,La_liga
11216,Rodrigo Mendoza,23,1226,1,0.771896842867136,1,1.3093878580257297,16,15,6,0,F M S,"Atletico Madrid,Elche",1,0.771896842867136,4.304337713867426,2.7004101844504476,2025,La_liga
11531,Unai Gómez,23,738,1,1.4556893166154623,1,0.6146819815039635,15,8,1,1,F M S,Athletic Club,1,1.4556893166154623,2.364793950691819,0.6776821743696928,2025,La_liga
11744,Sergi Cardona,30,1920,1,0.9577710647135973,4,2.918439421802759,16,18,4,0,D S,Villarreal,1,0.9577710647135973,9.79333970695734,8.274267595261335,2025,La_liga
11825,Abderrahmane Rebbach,27,1252,1,2.8996331933885813,3,3.7648741118609905,32,26,6,0,D F M S,Alaves,1,2.8996331933885813,4.801163539290428,1.8640270233154297,2025,La_liga
11900,Lucas Beltrán,27,1377,1,4.7564667742699385,2,1.9911325313150883,34,14,1,0,F S,Valencia,1,4.7564667742699385,9.75975489616394,3.336976980790496,2025,La_liga
11953,Sergi Altimira,23,1174,1,0.4841404613107443,2,0.5556181967258453,6,11,3,0,M S,Real Betis,1,0.4841404613107443,4.29325084015727,3.7588356025516987,2025,La_liga
12005,Pau Cubarsí,30,2670,1,0.5516378730535507,0,0.4353954568505287,10,5,3,0,D,Barcelona,1,0.5516378730535507,18.92663410678506,18.879847142845392,2025,La_liga
12078,Alan Matturro,19,918,1,0.9369660560041666,1,1.1987895714119077,8,4,0,1,D S,Levante,1,0.9369660560041666,3.3469478487968445,1.891314934939146,2025,La_liga
12171,Hector Fort,12,407,1,0.6783145405352116,2,0.21326065063476562,11,4,0,0,D S,Elche,1,0.6783145405352116,1.9192268531769514,1.2659369874745607,2025,La_liga
12182,Jon Aramburu,32,2618,1,1.9863616675138474,0,0.3914050441235304,20,10,10,0,D S,Real Sociedad,1,1.9863616675138474,6.255499644204974,5.833133289590478,2025,La_liga
12189,Hugo Rincón,32,1685,1,0.6909217592328787,1,1.3317618854343891,7,10,4,0,D S,Girona,1,0.6909217592328787,5.4969392120838165,4.175652647390962,2025,La_liga
12353,Jon Martín,23,2070,1,2.377925685606897,0,0.18847600370645523,14,2,5,0,D,Real Sociedad,1,2.377925685606897,8.384902361780405,8.13164747133851,2025,La_liga
12537,Asier Osambela,15,281,1,0.2776791490614414,0,0.585698839277029,3,3,1,0,D S,Osasuna,1,0.2776791490614414,1.2145281601697206,0.5480579566210508,2025,La_liga
12726,Christantus Uche,3,270,1,1.4415657743811607,1,0.6371117904782295,6,4,1,0,F,Getafe,1,1.4415657743811607,2.1472005546092987,0.06852305494248867,2025,La_liga
12790,Abel Bretones,26,1511,1,0.5832634549587965,2,1.2414580658078194,11,11,5,1,D M S,Osasuna,1,0.5832634549587965,2.5681427773088217,1.5648390175774693,2025,La_liga
12893,Enzo Boyomo,27,2274,1,0.9568418990820646,1,1.3994310349225998,8,8,5,0,D S,Osasuna,1,0.9568418990820646,4.1456382013857365,2.8405718952417374,2025,La_liga
13003,Santiago Mouriño,27,2305,1,1.2178028896450996,2,0.7844699025154114,15,8,8,1,D S,Villarreal,1,1.2178028896450996,10.166934927925467,9.81085149757564,2025,La_liga
13200,Fernando López,14,923,1,0.8532697334885597,0,0.8814348895102739,9,8,3,0,F M S,Celta Vigo,1,0.8532697334885597,3.9755039028823376,2.559331815689802,2025,La_liga
13335,Goduine Koyalipou,11,217,1,1.2652598228305578,0,0.35875242948532104,10,1,1,0,F S,Levante,1,1.2652598228305578,1.43799864128232,0,2025,La_liga
13380,Vitor Reis,33,2867,1,1.8110391609370708,1,0.8119628597050905,16,7,8,1,D S,Girona,1,1.8110391609370708,8.303066242486238,7.044701850041747,2025,La_liga
13417,Maroan Sannadi,9,264,1,1.0051096249371767,0,0.5883069485425949,8,2,2,0,F S,Athletic Club,1,1.0051096249371767,1.6283603627234697,0.034943751990795135,2025,La_liga
13600,Andrés Castrín,17,1160,1,0.5472511276602745,0,0.1021546982228756,10,2,4,0,D S,Sevilla,1,0.5472511276602745,2.1169990599155426,2.0029945969581604,2025,La_liga
13615,Oso,18,1149,1,1.0814838223159313,3,2.0088543407619,12,17,0,0,D M S,Sevilla,1,1.0814838223159313,4.277468387037516,2.090347208082676,2025,La_liga
13620,Miguel Román,19,1297,1,1.1040805764496326,0,2.0899811750277877,9,17,3,0,M S,Celta Vigo,1,1.1040805764496326,8.5124043636024,6.327844304963946,2025,La_liga
13627,Alejandro Rego,26,1099,1,0.5311379982158542,1,0.78486742451787,11,10,6,0,M S,Athletic Club,1,0.5311379982158542,2.4478404950350523,1.5351314283907413,2025,La_liga
13649,Claudio Echeverri,14,555,1,1.874770125374198,1,0.9961352478712797,16,7,3,0,F M S,Girona,1,1.874770125374198,3.563392296433449,1.1810829974710941,2025,La_liga
13765,Unai Elgezabal,12,963,1,0.6192532349377871,0,0.13390958681702614,3,2,2,0,D M S,Levante,1,0.6192532349377871,1.4656495973467827,1.4656495973467827,2025,La_liga
13837,David Affengruber,33,2688,1,1.3008590056560934,1,1.4741862853989005,13,9,6,1,D S,Elche,1,1.3008590056560934,8.767237812280655,8.062405724078417,2025,La_liga
13839,Marc Aguado,32,2273,1,0.21631649136543274,2,0.18662270810455084,3,8,2,0,M S,Elche,1,0.21631649136543274,4.932191859930754,4.733504947274923,2025,La_liga
13845,Valentín Gómez,25,1666,1,0.9382054191082716,0,0.873173339292407,10,8,5,0,D S,Real Betis,1,0.9382054191082716,4.476574029773474,3.8175217621028423,2025,La_liga
13847,Franco Mastantuono,20,853,1,2.424135845154524,0,2.7079603169113398,27,12,5,1,D F M S,Real Madrid,1,2.424135845154524,6.769129179418087,3.8672740161418915,2025,La_liga
13936,Jon Gorrotxategi,29,2174,1,0.9011643519625068,3,0.9900850029662251,13,18,7,0,M S,Real Sociedad,1,0.9011643519625068,9.538095219060779,8.47485536057502,2025,La_liga
13983,David Carmo,22,1785,1,0.9620246645063162,0,0.5050461739301682,9,7,6,1,D S,Real Oviedo,1,0.9620246645063162,3.8941762782633305,2.9872417859733105,2025,La_liga
14013,Adam El Mokhtari,7,85,1,0.2682787664234638,0,0.07236356288194656,5,1,0,0,S,Elche,1,0.2682787664234638,0.3396428460255265,0.17286414746195078,2025,La_liga
14050,Kervin Arriaga,24,1280,1,0.37193859089165926,2,1.0680772885680199,10,4,5,1,M S,Levante,1,0.37193859089165926,3.855314277112484,2.6333185508847237,2025,La_liga
14064,Roony Bardghji,19,523,1,1.6454800833016634,1,1.830997658893466,20,13,0,0,F M S,Barcelona,1,1.6454800833016634,6.743956081569195,4.598260328173637,2025,La_liga
14225,Javier Boñar,3,270,1,0.40209156461060047,0,0.024269074201583862,2,1,0,0,D,Atletico Madrid,1,0.40209156461060047,1.3141281604766846,0.8877674639225006,2025,La_liga
14324,Iker Luque,1,26,1,0.2805066406726837,0,0,3,0,0,0,S,Atletico Madrid,1,0.2805066406726837,0.536297082901001,0.2703782021999359,2025,La_liga
14392,Ángel Pérez,13,1022,1,0.9624676909297705,3,1.8083041496574879,10,21,3,0,D M S,Alaves,1,0.9624676909297705,4.597026547417045,2.3396694753319025,2025,La_liga
14400,Lucas Cepeda,9,386,1,1.1138509334996343,0,0.26653315126895905,13,6,1,0,M S,Elche,1,1.1138509334996343,1.8939940771088004,0.8429856654256582,2025,La_liga
14440,Álvaro Fidalgo,7,515,1,0.5265598297119141,0,0.19634011760354042,4,4,0,0,M,Real Betis,1,0.5265598297119141,1.9230196103453636,1.296322951093316,2025,La_liga
14465,Ibrahim Diabate,7,443,1,1.9443985018879175,0,0.019819719716906548,10,1,1,0,F S,Alaves,1,1.9443985018879175,2.5049281418323517,0.6774082761257887,2025,La_liga
14586,Cubo,2,46,1,0.34391412138938904,0,0,3,0,0,0,S,Atletico Madrid,1,0.34391412138938904,0.34391412138938904,0,2025,La_liga
200,Andreas Christensen,12,346,0,0.12629129365086555,0,0.015875261276960373,2,1,1,0,D S,Barcelona,0,0.12629129365086555,2.0936486646533012,2.0777733996510506,2025,La_liga
250,Ørjan Nyland,4,360,0,0,0,0,0,0,1,0,GK,Sevilla,0,0,0.7688105702400208,0.7688105702400208,2025,La_liga
308,Ricardo Rodríguez,22,1462,0,0.14109168946743011,1,0.4879046082496643,3,7,0,0,D S,Real Betis,0,0.14109168946743011,2.734416324645281,2.3770765103399754,2025,La_liga
323,Adnan Januzaj,12,283,0,0.2582807317376137,0,0.6689504720270634,7,11,1,0,F M S,Sevilla,0,0.2582807317376137,1.0545724965631962,0.7336611598730087,2025,La_liga
375,Odisseas Vlachodimos,31,2790,0,0,0,0,0,0,1,0,GK,Sevilla,0,0,2.2417896259576082,2.2417896259576082,2025,La_liga
391,David Alaba,9,256,0,0.18170609697699547,0,0,3,0,1,0,D S,Real Madrid,0,0.18170609697699547,1.24737960845232,1.2313505336642265,2025,La_liga
548,Daley Blind,31,2624,0,0.2643272480927408,0,0.7392632644623518,5,11,1,0,D S,Girona,0,0.2643272480927408,10.429523061960936,10.079609762877226,2025,La_liga
565,Nyom,12,291,0,0.13120730221271515,0,0.10628392547369003,3,2,5,1,D S,Getafe,0,0.13120730221271515,0.2094545178115368,0.013233568519353867,2025,La_liga
680,Thibaut Courtois,29,2610,0,0,0,0,0,0,1,0,GK,Real Madrid,0,0,5.513455541804433,5.513455541804433,2025,La_liga
681,César Azpilicueta,15,1053,0,0.012342216446995735,1,0.5297197308391333,1,2,4,0,D,Sevilla,0,0.012342216446995735,2.2221767976880074,1.6924570724368095,2025,La_liga
965,Santiago Cazorla,26,686,0,0.3128305342979729,1,1.7376243714243174,7,23,1,1,M S,Real Oviedo,0,0.3128305342979729,4.519409850705415,3.917595419101417,2025,La_liga
973,Paulo Gazzaniga,32,2832,0,0,0,0,0,0,4,1,GK,Girona,0,0,3.1580773573368788,3.1580773573368788,2025,La_liga
1244,Wojciech Szczesny,6,540,0,0,0,0,0,0,0,0,GK,Barcelona,0,0,2.2537071891129017,2.2537071891129017,2025,La_liga
1423,Matías Vecino,4,121,0,0.04225983843207359,0,0,2,0,0,0,M S,Celta Vigo,0,0.04225983843207359,0.8481841161847115,0.8289242163300514,2025,La_liga
1762,Ovie Ejaria,9,207,0,0.2249453254044056,0,0.07512999325990677,3,1,1,0,M S,Real Oviedo,0,0.2249453254044056,1.2129120826721191,1.0246025137603283,2025,La_liga
1791,Trent Alexander-Arnold,19,1099,0,0.3308263309299946,4,2.0033381171524525,8,27,4,0,D M S,Real Madrid,0,0.3308263309299946,6.225842848420143,5.291358944028616,2025,La_liga
1830,Ionut Radu,35,3150,0,0,0,0.14404179155826569,0,1,1,0,GK,Celta Vigo,0,0,7.562614122405648,7.418572315946221,2025,La_liga
1857,David López,3,207,0,0.6544463038444519,0,0,1,0,0,0,D S,Girona,0,0.6544463038444519,0.6020162813365459,0.6020162813365459,2025,La_liga
2090,Marc-André ter Stegen,2,180,0,0,0,0,0,0,0,0,GK,Girona,0,0,0.024569794535636902,0.024569794535636902,2025,La_liga
2107,Pau López,9,810,0,0,0,0,0,0,1,0,GK,Real Betis,0,0,0.5678549129515886,0.5678549129515886,2025,La_liga
2122,Joan Jordán,3,15,0,0,0,0,0,0,1,0,S,Sevilla,0,0,0.4800020158290863,0.4800020158290863,2025,La_liga
2198,Moi Gómez,23,1074,0,0.4181990008801222,2,1.9109276719391346,11,16,3,0,M S,Osasuna,0,0.4181990008801222,4.495755050331354,2.5048481514677405,2025,La_liga
2228,Aritz Elustondo,14,624,0,0.46747981756925583,0,0,3,0,0,0,D S,Real Sociedad,0,0.46747981756925583,1.8172528501600027,1.8172528501600027,2025,La_liga
2229,Yuri,31,2618,0,0.545407036319375,5,3.278390359133482,22,27,4,0,D S,Athletic Club,0,0.545407036319375,8.36477256193757,7.008385239169002,2025,La_liga
2255,Isco,5,89,0,0.14785421639680862,1,0.47876887023448944,3,3,0,0,S,Real Betis,0,0.14785421639680862,0.7871442213654518,0.6392900012433529,2025,La_liga
2260,Daniel Carvajal,14,762,0,0.28454697225242853,0,1.3332797214388847,5,8,0,0,D S,Real Madrid,0,0.28454697225242853,4.011455861851573,2.8973284382373095,2025,La_liga
2261,Jan Oblak,29,2610,0,0,0,0,0,0,0,0,GK,Atletico Madrid,0,0,5.149367045611143,5.149367045611143,2025,La_liga
2278,Giménez,16,1165,0,1.5400749556720257,1,0.5037803649902344,13,1,3,0,D S,Atletico Madrid,0,1.5400749556720257,3.9388817995786667,3.3341927975416183,2025,La_liga
2280,Jonny,34,3006,0,0.8803313318639994,0,1.2115384247153997,9,17,7,0,D,Alaves,0,0.8803313318639994,11.327970540151,9.65009731054306,2025,La_liga
2328,Thomas Partey,24,842,0,0.3256993256509304,0,0.3267965614795685,8,8,1,0,M S,Villarreal,0,0.3256993256509304,3.6310327257961035,3.1461036689579487,2025,La_liga
2346,Aarón,36,3240,0,0,1,0.44070593267679214,0,2,4,0,GK,Real Oviedo,0,0,3.7876960821449757,3.346990145742893,2025,La_liga
2378,Daniel Parejo,30,1313,0,0.1502215936779976,0,1.6940532689914107,2,22,3,0,M S,Villarreal,0,0.1502215936779976,5.96756237000227,5.119145980104804,2025,La_liga
